"taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory"								
"3065639	Chamaesyce blodgettii (Engelm. ex Hitchc.) Small	3065638	Euphorbia blodgettii Engelm. ex Hitchc.	2	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Malpighiales	1414	Euphorbiaceae	4691	Euphorbia	11397237	Euphorbia blodgettii	3065638	NE"								
"5193373	Marginella roosevelti Bartsch & Rehder"	" 1939	5193372	Prunum roosevelti (Bartsch & Rehder"	" 1939)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Marginellidae	2689	Prunum	3246628	Prunum roosevelti	5193372	NE"						
"5213844	Bothus maculiferus (Poey"	" 1860)	5213844	Bothus maculiferus (Poey"	" 1860)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Pleuronectiformes	588	Bothidae	8608	Bothus	2408619	Bothus maculiferus	5213844	LC"						
"5228211	Gallinula chloropus cachinnans Bangs"	" 1915	5228211	Gallinula chloropus cachinnans Bangs"	" 1915	2	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Gallinula	7918617	Gallinula chloropus	5228199	"						
"5272740	Cladophora coelothrix Kütz.	5272740	Cladophora coelothrix Kütz.	1	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Cladophorales	1362	Cladophoraceae	4854	Cladophora	2643712	Cladophora coelothrix	5272740	NE"								
"6157042	Trachemys decussata angusta (Barbour & Carr"	" 1940)	6157042	Trachemys decussata angusta (Barbour & Carr"	" 1940)	31	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Reptilia	358	Testudines	793	Emydidae	5465	Trachemys	2442941	Trachemys decussata	2443057	"						
"6165474	Gambusia puncticulata puncticulata	2350553	Gambusia puncticulata Poey"	" 1854	15	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Cyprinodontiformes	547	Poeciliidae	7659	Gambusia	2349552	Gambusia puncticulata	2350553	"							
"7061127	Dendroica dominica dominica	7341801	Setophaga dominica dominica	13	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga dominica	7341800	"								
"7191154	Buteo jamaicensis jamaicensis	7191154	Buteo jamaicensis jamaicensis	1	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo jamaicensis	2480542	"								
"8769752	Acyrtus lanthanum Conway"	 Baldwin & White	" 2014	8769752	Acyrtus lanthanum Conway"	 Baldwin & White	" 2014	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Gobiesociformes	1163	Gobiesocidae	7668	Acyrtus	2411217	Acyrtus lanthanum	8769752	LC"				
"11016190	Eleutherodactylus ricordii planirostris (Cope"	" 1862)	2424089	Eleutherodactylus planirostris (Cope"	" 1862)	6	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Amphibia	131	Anura	952	Eleutherodactylidae	3082	Eleutherodactylus	2424035	Eleutherodactylus planirostris	2424089	"						
"2673	Epitoniidae	2673	Epitoniidae	2	FAMILY	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Epitoniidae	2673					"								
"1775796	Ascalapha odorata Linnaeus"	" 1758	1775796	Ascalapha odorata Linnaeus"	" 1758	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Noctuidae	7015	Ascalapha	9137617	Ascalapha odorata	1775796	NE"						
"2181305	Phrynus Lamarck"	" 1801	2181305	Phrynus Lamarck"	" 1801	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Amblypygi	1160	Phrynidae	7399	Phrynus	2181305			"						
"2238616	Smenospongia conulosa Pulitzer-Finali"	" 1986	2238616	Smenospongia conulosa Pulitzer-Finali"	" 1986	4	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Dictyoceratida	1009	Thorectidae	8121	Smenospongia	2238613	Smenospongia conulosa	2238616	NE"						
"2239244	Verongula gigantea (Hyatt"	" 1875)	2239244	Verongula gigantea (Hyatt"	" 1875)	2	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Verongiida	8058188	Aplysinidae	4915	Verongula	2239240	Verongula gigantea	2239244	NE"						
"2256310	Maractis Fautin & Barber"	" 1999	2256310	Maractis Fautin & Barber"	" 1999	3	GENUS	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Actiniaria	705	Kadosactinidae	7619050	Maractis	2256310			"						
"2303995	Leucozonia ocellata (Gmelin"	" 1791)	2303995	Leucozonia ocellata (Gmelin"	" 1791)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Fasciolariidae	6776	Leucozonia	2303993	Leucozonia ocellata	2303995	NE"						
"2389519	Malacoctenus boehlkei Springer"	" 1959	2389519	Malacoctenus boehlkei Springer"	" 1959	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Labrisomidae	4280	Malacoctenus	2389490	Malacoctenus boehlkei	2389519	LC"						
"2474414	Porphyrula martinica (Linnaeus"	" 1766)	5228136	Porphyrio martinica (Linnaeus"	" 1766)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio martinica	5228136	LC"						
"2705572	Paspalum arundinaceum Poir.	2705572	Paspalum arundinaceum Poir.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Poales	1369	Poaceae	3073	Paspalum	2705540	Paspalum arundinaceum	2705572	NE"								
"3932361	Guilandina caymanensis (Millsp.) Britton & Rose	3932361	Guilandina caymanensis (Millsp.) Britton & Rose	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Guilandina	6376699	Guilandina caymanensis	3932361	NE"								
"5184844	Discosoma carlgreni (Watzl"	" 1922)	5184844	Discosoma carlgreni (Watzl"	" 1922)	1	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Corallimorpharia	1242	Discosomidae	4283414	Discosoma	2256203	Discosoma carlgreni	5184844	NE"						
"5204774	Ostichthys trachypoma (Günther"	" 1859)	5204774	Ostichthys trachypoma (Günther"	" 1859)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Beryciformes	499	Holocentridae	7195	Ostichthys	5204761	Ostichthys trachypoma	5204774	LC"						
"5962165	Chromis Cuvier"	" 1814	5962165	Chromis Cuvier"	" 1814	4	GENUS	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Pomacentridae	4499	Chromis	5962165			NE"						
"6472653	Madracis pharensis f. pharensis	2259490	Madracis pharensis (Heller"	" 1868)	1	FORM	SYNONYM	Animalia	1	Cnidaria	43	Anthozoa	206	Scleractinia	714	Pocilloporidae	5174	Madracis	2259474	Madracis pharensis	2259490	LC"							
"6496122	Strombiformis auricincta Abbott"	" 1958	6496121	Hemiliostraca auricincta (Abbott"	" 1958)	5	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Eulimidae	6759	Hemiliostraca	4362466	Hemiliostraca auricincta	6496121	NE"						
"7273484	Cleome procumbens Jacq.	11189676	Physostemon procumbens subsp. procumbens	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Brassicales	7225535	Cleomaceae	3845332	Physostemon	7273362	Physostemon procumbens	11177465	NE"								
"7415507	Leiothlypis peregrina (A.Wilson"	" 1811)	7415507	Leiothlypis peregrina (A.Wilson"	" 1811)	256	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Leiothlypis	7467942	Leiothlypis peregrina	7415507	LC"						
"8180865	Conus regius Gmelin"	" 1791	8180865	Conus regius Gmelin"	" 1791	21	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Conidae	6779	Conus	9590281	Conus regius	8180865	LC"						
"8412271	Conus verrucosus Hwass"	" 1792	10647456	Conasprella verrucosa (Hwass"	" 1792)	3	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Conidae	6779	Conasprella	4602193	Conasprella verrucosa	10647456	NE"						
"9819074	Trachinotus falcatus (Linnaeus"	" 1758)	9819074	Trachinotus falcatus (Linnaeus"	" 1758)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Carangidae	4253	Trachinotus	2391252	Trachinotus falcatus	9819074	LC"						
"11347127	Chamaepelia passerina (Linnaeus"	" 1758)	2495869	Columbina passerina (Linnaeus"	" 1758)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Columbina	2495852	Columbina passerina	2495869	NE"						
"6984	Haliplidae	6984	Haliplidae	7	FAMILY	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Haliplidae	6984					NE"								
"2286929	Tellina radiata Linnaeus"	" 1758	2286929	Tellina radiata Linnaeus"	" 1758	16	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Tellinidae	3448	Tellina	2286814	Tellina radiata	2286929	NE"						
"2334560	Scorpaena plumieri Bloch"	" 1789	2334560	Scorpaena plumieri Bloch"	" 1789	20	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Scorpaeniformes	590	Scorpaenidae	4508	Scorpaena	2333694	Scorpaena plumieri	2334560	LC"						
"2397765	Neoepinnula orientalis (Gilchrist & von Bonde"	" 1924)	2397765	Neoepinnula orientalis (Gilchrist & von Bonde"	" 1924)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gempylidae	4272	Neoepinnula	2397762	Neoepinnula orientalis	2397765	NE"						
"2404310	Muraena retifera Goode & Bean"	" 1882	2404310	Muraena retifera Goode & Bean"	" 1882	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Anguilliformes	495	Muraenidae	2953	Muraena	2352074	Muraena retifera	2404310	LC"						
"4598196	Leptinaria Beck"	" 1837	4598196	Leptinaria Beck"	" 1837	3	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Achatinidae	2630	Leptinaria	4598196			NE"						
"5123615	Phryxus caicus Cramer"	" 1777	5123615	Phryxus caicus Cramer"	" 1777	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Lepidoptera	797	Sphingidae	8868	Phryxus	1861408	Phryxus caicus	5123615	NE"						
"6454148	Deosergestes paraseminudus (Crosnier & Forest"	" 1973)	6454148	Deosergestes paraseminudus (Crosnier & Forest"	" 1973)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Malacostraca	229	Decapoda	637	Sergestidae	7010	Deosergestes	4647094	Deosergestes paraseminudus	6454148	NE"						
"6497506	Cerithium costatum A.Adams"	" 1855	5796796	Colina macrostoma (Hinds"	" 1844)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225			Cerithiidae	6760	Colina	3244814	Colina macrostoma	5796796	NE"						
"3226	Tretodictyidae	3226	Tretodictyidae	1	FAMILY	ACCEPTED	Animalia	1	Porifera	105	Hexactinellida	146	Sceptrulophora	9264139	Tretodictyidae	3226					"								
"2008843	Zelus longipes (Linnaeus"	" 1767)	2008843	Zelus longipes (Linnaeus"	" 1767)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Reduviidae	4324	Zelus	2008836	Zelus longipes	2008843	NE"						
"2264393	Linuche unguiculata (Swartz"	" 1788)	2264393	Linuche unguiculata (Swartz"	" 1788)	2	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Scyphozoa	352	Coronatae	713	Linuchidae	6192	Linuche	2264391	Linuche unguiculata	2264393	NE"						
"2301160	Nodilittorina dilatata (d'Orbigny"	" 1841)	6491691	Echinolittorina dilatata (d'Orbigny"	" 1841)	8	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Littorinidae	2668	Echinolittorina	2301149	Echinolittorina dilatata	6491691	NE"						
"2301875	Finella A.Adams"	" 1860	2301875	Finella A.Adams"	" 1860	1	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Scaliolidae	4362967	Finella	2301875			"						
"2304588	Drillia cydia (Bartsch"	" 1943)	2305290	Neodrillia cydia Bartsch"	" 1943	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Drilliidae	6777	Neodrillia	2305289	Neodrillia cydia	2305290	NE"						
"2480863	Nycticorax nycticorax (Linnaeus"	" 1758)	2480863	Nycticorax nycticorax (Linnaeus"	" 1758)	1185	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Nycticorax	2480856	Nycticorax nycticorax	2480863	LC"						
"5222263	Tropidophis caymanensis schwartzi Thomas"	" 1963	9513362	Tropidophis schwartzi Thomas"	" 1963	21	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Reptilia	358	Squamata	715	Tropidophiidae	5020	Tropidophis	2450287	Tropidophis schwartzi	9513362	CR"						
"5308713	Myrmecophila albopurpurea (W.H.W.Strachan ex Fawc.) Nir	7069717	Myrmecophila thomsoniana var. thomsoniana	3	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Asparagales	1169	Orchidaceae	7689	Myrmecophila	2796914	Myrmecophila thomsoniana	5308726	NE"								
"5328895	Sagittaria lancifolia L.	5328895	Sagittaria lancifolia L.	1	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Liliopsida	196	Alismatales	551	Alismataceae	3720	Sagittaria	2766037	Sagittaria lancifolia	5328895	NE"								
"6178111	Egretta tricolor ruficollis Gosse"	" 1847	6178111	Egretta tricolor ruficollis Gosse"	" 1847	4	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Egretta	2480872	Egretta tricolor	2480881	"						
"6525698	Chioneryx grus (Holmes"	" 1858)	6525698	Chioneryx grus (Holmes"	" 1858)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Venerida	9310756	Veneridae	3445	Chioneryx	4590474	Chioneryx grus	6525698	NE"						
"8282534	Chama sinuosa Broderip"	" 1835	8282534	Chama sinuosa Broderip"	" 1835	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Bivalvia	137	Venerida	9310756	Chamidae	6857	Chama	2286283	Chama sinuosa	8282534	NE"						
"1650231	Anopheles grabhamii Theobald"	" 1901	1650231	Anopheles grabhamii Theobald"	" 1901	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Diptera	811	Culicidae	3346	Anopheles	1650098	Anopheles grabhamii	1650231	NE"						
"2250208	Topsentia Berg"	" 1899	2250208	Topsentia Berg"	" 1899	2	GENUS	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Suberitida	7682289	Halichondriidae	8131	Topsentia	2250208			"						
"2495310	Patagioenas leucocephala (Linnaeus"	" 1758)	2495310	Patagioenas leucocephala (Linnaeus"	" 1758)	4276	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Columbiformes	1446	Columbidae	5233	Patagioenas	2495265	Patagioenas leucocephala	2495310	NT"						
"6496676	Iniforis immaculata Rolán & Fernández-Garcés"	" 1993	6496676	Iniforis immaculata Rolán & Fernández-Garcés"	" 1993	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Triphoridae	2660	Iniforis	2299158	Iniforis immaculata	6496676	NE"						
"2301832	Cerithiopsis albovittata (C.B.Adams"	" 1850)	2301832	Cerithiopsis albovittata (C.B.Adams"	" 1850)	2	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Cerithiopsidae	2676	Cerithiopsis	2301757	Cerithiopsis albovittata	2301832	NE"						
"2481744	Calidris melanotos (Vieillot"	" 1819)	2481744	Calidris melanotos (Vieillot"	" 1819)	272	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris melanotos	2481744	LC"						
"2644932	Siphonocladus F.Schmitz"	" 1879	2644932	Siphonocladus F.Schmitz"	" 1879	1	GENUS	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Siphonocladales	1365	Siphonocladaceae	4860	Siphonocladus	2644932			"						
"2650936	Nephrolepis biserrata (Sw.) Schott	2650936	Nephrolepis biserrata (Sw.) Schott	2	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Polypodiopsida	7228684	Polypodiales	392	Nephrolepidaceae	4161438	Nephrolepis	2650926	Nephrolepis biserrata	2650936	NE"								
"2657164	Spyridia filamentosa (Wulfen) Harv.	2657164	Spyridia filamentosa (Wulfen) Harv.	7	SPECIES	ACCEPTED	Plantae	6	Rhodophyta	106	Florideophyceae	342	Ceramiales	665	Spyridiaceae	4375899	Spyridia	2657156	Spyridia filamentosa	2657164	NE"								
"2965891	Clitoria pinnata (Pers.) R.H.Sm. & G.P.Lewis	5357464	Barbieria pinnata (Pers.) Baill.	1	SPECIES	SYNONYM	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Fabales	1370	Fabaceae	5386	Barbieria	2965889	Barbieria pinnata	5357464	LC"								
"3249008	Physocephalus Diesing"	" 1861	3249008	Physocephalus Diesing"	" 1861	1	GENUS	ACCEPTED	Animalia	1	Nematoda	5967481	Chromadorea	11133537	Rhabditida	440	Spirocercidae	2714	Physocephalus	3249008			"						
"5853132	Bathygobius antilliensis Tornabene"	 Baldwin & Pezold	" 2010	5853132	Bathygobius antilliensis Tornabene"	 Baldwin & Pezold	" 2010	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Bathygobius	2377014	Bathygobius antilliensis	5853132	LC"				
"8655832	Pyxine berteriana (Fée) Imshaug	8655832	Pyxine berteriana (Fée) Imshaug	5	SPECIES	ACCEPTED	Fungi	5	Ascomycota	95	Lecanoromycetes	180	Caliciales	10861608	Caliciaceae	4115	Pyxine	10958708	Pyxine berteriana	8655832	NE"								
"11016979	Colaptes Vigors"	" 1825	11016979	Colaptes Vigors"	" 1825	1	GENUS	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Colaptes	11016979			NE"						
"11261360	Corthylio calendula (Linnaeus"	" 1766)	2484597	Regulus calendula (Linnaeus"	" 1766)	1	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Regulidae	5279	Regulus	2484589	Regulus calendula	2484597	NE"						
"2293593	Fissurella fascicularis Lamarck"	" 1822	2293593	Fissurella fascicularis Lamarck"	" 1822	6	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Lepetellida	9799313	Fissurellidae	6810	Fissurella	2293577	Fissurella fascicularis	2293593	NE"						
"2295806	Polygyra Say"	" 1818	2295806	Polygyra Say"	" 1818	2	GENUS	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Stylommatophora	1456	Polygyridae	2624	Polygyra	2295806			NE"						
"2298489	Rissopsetia hummelincki Faber"	" 1984	2298489	Rissopsetia hummelincki Faber"	" 1984	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225			Pyramidellidae	6783	Rissopsetia	2298488	Rissopsetia hummelincki	2298489	NE"						
"2433272	Artibeus jamaicensis Leach"	" 1821	2433272	Artibeus jamaicensis Leach"	" 1821	156	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Mammalia	359	Chiroptera	734	Phyllostomidae	9366	Artibeus	2433258	Artibeus jamaicensis	2433272	LC"						
"2488485	Piranga rubra (Linnaeus"	" 1758)	2488485	Piranga rubra (Linnaeus"	" 1758)	351	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Cardinalidae	9285	Piranga	2488483	Piranga rubra	2488485	LC"						
"5207977	Cheilopogon furcatus (Mitchill"	" 1815)	5207977	Cheilopogon furcatus (Mitchill"	" 1815)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Beloniformes	498	Exocoetidae	2968	Cheilopogon	2368477	Cheilopogon furcatus	5207977	LC"						
"8013644	Teminius insularis (Lucas"	" 1857)	8013644	Teminius insularis (Lucas"	" 1857)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Arachnida	367	Araneae	1496	Miturgidae	5632	Teminius	2163955	Teminius insularis	8013644	NE"						
"8176985	Bacillariophyta	7947184	Bacillariophyceae	1	PHYLUM	SYNONYM	Chromista	4	Ochrophyta	98	Bacillariophyceae	7947184									"								
"11112428	Chondropoma caymanbracense parvicaymanense Pilsbry"	" 1930	11112428	Chondropoma caymanbracense parvicaymanense Pilsbry"	" 1930	8	SUBSPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Annulariidae	2683	Chondropoma	2299660	Chondropoma caymanbracense	8796156	"						
"2689	Marginellidae	2689	Marginellidae	4	FAMILY	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Neogastropoda	982	Marginellidae	2689					NE"								
"2286945	Tellina interrupta Wood"	" 1815	4949840	Tellinella listeri (Röding"	" 1798)	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Cardiida	9529005	Tellinidae	3448	Tellinella	2287039	Tellinella listeri	4949840	NE"						
"2287375	Divaricella quadrisulcata (d'Orbigny"	" 1846)	2287387	Divalinga quadrisulcata (d'Orbigny"	" 1846)	7	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Bivalvia	137	Lucinida	9306876	Lucinidae	3455	Divalinga	2287386	Divalinga quadrisulcata	2287387	NE"						
"2293299	Calliostoma jujubinum (Gmelin"	" 1791)	2293299	Calliostoma jujubinum (Gmelin"	" 1791)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Trochida	9715180	Calliostomatidae	6811	Calliostoma	2293294	Calliostoma jujubinum	2293299	NE"						
"2301153	Nodilittorina riisei (Mörch"	" 1876)	5856836	Echinolittorina jamaicensis (C.B.Adams"	" 1850)	2	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Littorinidae	2668	Echinolittorina	2301149	Echinolittorina jamaicensis	5856836	NE"						
"2306565	Ischnochiton erythronotus (C.B.Adams"	" 1845)	2306565	Ischnochiton erythronotus (C.B.Adams"	" 1845)	1	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Polyplacophora	346	Chitonida	8278247	Ischnochitonidae	7625	Ischnochiton	2306523	Ischnochiton erythronotus	2306565	NE"						
"2377837	Coryphopterus dicrus Böhlke & Robins"	" 1960	2377837	Coryphopterus dicrus Böhlke & Robins"	" 1960	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Gobiidae	4274	Coryphopterus	2377815	Coryphopterus dicrus	2377837	LC"						
"2389658	Labrisomus bucciferus Poey"	" 1868	7803328	Gobioclinus bucciferus (Poey"	" 1868)	11	SPECIES	SYNONYM	Animalia	1	Chordata	44	Actinopterygii	204	Perciformes	587	Labrisomidae	4280	Gobioclinus	4576287	Gobioclinus bucciferus	7803328	LC"						
"2489979	Dendroica discolor (Vieillot"	" 1809)	7341789	Setophaga discolor (Vieillot"	" 1809)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga discolor	7341789	LC"						
"2643288	Halimeda incrassata (J.Ellis) J.V.Lamour.	2643288	Halimeda incrassata (J.Ellis) J.V.Lamour.	4	SPECIES	ACCEPTED	Plantae	6	Chlorophyta	36	Ulvophyceae	195	Bryopsidales	625	Halimedaceae	8778	Halimeda	2643252	Halimeda incrassata	2643288	NE"								
"2984573	Artocarpus altilis (Parkinson) Fosberg	2984573	Artocarpus altilis (Parkinson) Fosberg	3	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Rosales	691	Moraceae	6640	Artocarpus	2984563	Artocarpus altilis	2984573	NE"								
"3877834	Canella winterana (L.) Gaertn.	3877834	Canella winterana (L.) Gaertn.	13	SPECIES	ACCEPTED	Plantae	6	Tracheophyta	7707728	Magnoliopsida	220	Canellales	7222018	Canellaceae	2440	Canella	3153978	Canella winterana	3877834	LC"								
"5163369	Coccus viridis (Green"	" 1889)	5163369	Coccus viridis (Green"	" 1889)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hemiptera	809	Coccidae	6963	Coccus	2049629	Coccus viridis	5163369	NE"						
"6170321	Coccyzus minor maynardi Ridgway"	" 1887	2496294	Coccyzus minor (Gmelin"	" 1788)	4	SUBSPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Coccyzus	2496285	Coccyzus minor	2496294	"						
"6514831	Turbo filosus W.Wood"	" 1828	2293201	Turbo cailletii P.Fischer & Bernardi"	" 1857	1	SPECIES	SYNONYM	Animalia	1	Mollusca	52	Gastropoda	225	Trochida	9715180	Turbinidae	6802	Turbo	2293195	Turbo cailletii	2293201	NE"						
"7202071	Styloleptus biustus biustus	8962591	Styloleptus biustus (LeConte"	" 1852)	1	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Cerambycidae	5602	Styloleptus	1101764	Styloleptus biustus	8962591	"							
"7341792	Setophaga vitellina vitellina	7341792	Setophaga vitellina vitellina	29	SUBSPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga vitellina	7341791	"								
"9922701	Geomelania alemon Pilsbry"	" 1942	9922701	Geomelania alemon Pilsbry"	" 1942	4	SPECIES	ACCEPTED	Animalia	1	Mollusca	52	Gastropoda	225	Littorinimorpha	7390893	Truncatellidae	2659	Geomelania	4609012	Geomelania alemon	9922701	NE"						
"1179776	Dryotribus mimeticus G.H.Horn"	" 1873	1179776	Dryotribus mimeticus G.H.Horn"	" 1873	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Coleoptera	1470	Curculionidae	4239	Dryotribus	1179775	Dryotribus mimeticus	1179776	LC"						
"2245559	Niphates digitalis (Lamarck"	" 1814)	2245559	Niphates digitalis (Lamarck"	" 1814)	2	SPECIES	ACCEPTED	Animalia	1	Porifera	105	Demospongiae	199	Haplosclerida	1239	Niphatidae	8133	Niphates	2245541	Niphates digitalis	2245559	NE"						
"2261417	Briareum asbestinum (Pallas"	" 1766)	2261417	Briareum asbestinum (Pallas"	" 1766)	3	SPECIES	ACCEPTED	Animalia	1	Cnidaria	43	Anthozoa	206	Alcyonacea	1437	Briareidae	8167	Briareum	2261414	Briareum asbestinum	2261417	NE"						
